student_id,first_name,last_name,gender,dob,age,grade,section,roll_no,email,phone,address,city,state,country,gpa,enrollment_date
S005001,Fatima,Hossain,Other,2017-02-06,8,8,B,1,fatima.hossain5001@school.edu,01403054658,"House 419, Road 188, Comilla",Comilla,Sylhet Division,Bangladesh,3.32,2018-04-21
S005002,Raihan,Siddique,Female,2006-12-03,18,4,B,2,raihan.siddique5002@school.edu,01986327311,"House 388, Road 141, Khulna",Khulna,Sylhet Division,Bangladesh,3.67,2022-03-18
S005003,Rifat,Mollah,Female,2011-03-03,14,7,B,3,rifat.mollah5003@school.edu,01769708632,"House 137, Road 149, Rangpur",Rangpur,Barishal Division,Bangladesh,4.22,2018-09-12
S005004,Rana,Chowdhury,Female,2016-01-14,9,4,D,4,rana.chowdhury5004@school.edu,01271417222,"House 396, Road 136, Barishal",Barishal,Dhaka Division,Bangladesh,2.9,2019-09-16
S005005,Rashed,Majumder,Female,2009-09-08,16,11,B,5,rashed.majumder5005@school.edu,01814962340,"House 402, Road 109, Khulna",Khulna,Dhaka Division,Bangladesh,3.14,2022-12-12
S005006,Raihan,Chowdhury,Female,2011-03-13,14,3,D,6,raihan.chowdhury5006@school.edu,01248292294,"House 391, Road 28, Barishal",Barishal,Chattogram Division,Bangladesh,2.49,2024-08-26
S005007,Tasnima,Sheikh,Female,2009-08-27,16,12,D,7,tasnima.sheikh5007@school.edu,01814818020,"House 172, Road 132, Rangpur",Rangpur,Rangpur Division,Bangladesh,4.69,2023-08-13
S005008,Rashed,Talukder,Female,2006-06-30,19,1,C,8,rashed.talukder5008@school.edu,01186905638,"House 187, Road 47, Dhaka",Dhaka,Khulna Division,Bangladesh,2.09,2018-06-04
S005009,Sadia,Khan,Male,2011-03-30,14,1,D,9,sadia.khan5009@school.edu,01792688833,"House 222, Road 184, Sylhet",Sylhet,Rangpur Division,Bangladesh,3.12,2015-02-07
S005010,Tuhin,Siddique,Male,2017-11-17,7,12,D,10,tuhin.siddique5010@school.edu,01755037647,"House 4, Road 123, Chattogram",Chattogram,Chattogram Division,Bangladesh,4.99,2021-11-15
S005011,Imran,Siddique,Male,2016-08-09,9,10,A,11,imran.siddique5011@school.edu,01105068358,"House 454, Road 112, Comilla",Comilla,Barishal Division,Bangladesh,3.15,2017-03-03
S005012,Tasnima,Haque,Female,2014-10-24,11,11,A,12,tasnima.haque5012@school.edu,01537670415,"House 352, Road 86, Chattogram",Chattogram,Dhaka Division,Bangladesh,3.2,2016-12-25
S005013,Rashed,Ahmed,Male,2006-05-20,19,8,B,13,rashed.ahmed5013@school.edu,01412148851,"House 452, Road 84, Sylhet",Sylhet,Khulna Division,Bangladesh,4.46,2022-10-31
S005014,Khan,Ahmed,Male,2005-09-25,20,4,D,14,khan.ahmed5014@school.edu,01711882420,"House 363, Road 61, Rangpur",Rangpur,Mymensingh Division,Bangladesh,4.64,2017-01-08
S005015,Nusrat,Khan,Male,2007-07-17,18,5,A,15,nusrat.khan5015@school.edu,01737144214,"House 358, Road 15, Dhaka",Dhaka,Chattogram Division,Bangladesh,2.12,2016-11-26
S005016,Rashed,Majumder,Male,2010-10-30,15,7,B,16,rashed.majumder5016@school.edu,01557754372,"House 483, Road 83, Rangpur",Rangpur,Khulna Division,Bangladesh,2.19,2022-05-30
S005017,Nusrat,Chowdhury,Female,2007-09-03,18,10,D,17,nusrat.chowdhury5017@school.edu,01366540800,"House 94, Road 105, Sylhet",Sylhet,Chattogram Division,Bangladesh,3.54,2023-08-03
S005018,Rifat,Akter,Male,2014-08-22,11,6,B,18,rifat.akter5018@school.edu,01900905848,"House 304, Road 89, Chattogram",Chattogram,Chattogram Division,Bangladesh,3.24,2023-06-13
S005019,Mizan,Sheikh,Female,2012-09-14,13,7,D,19,mizan.sheikh5019@school.edu,01330802543,"House 215, Road 157, Comilla",Comilla,Chattogram Division,Bangladesh,2.31,2019-05-23
S005020,Rifat,Mia,Male,2007-10-21,18,12,D,20,rifat.mia5020@school.edu,01460625104,"House 384, Road 74, Khulna",Khulna,Mymensingh Division,Bangladesh,3.51,2015-10-31
S005021,Sadia,Akter,Male,2013-12-27,11,3,D,21,sadia.akter5021@school.edu,01489730123,"House 187, Road 161, Chattogram",Chattogram,Mymensingh Division,Bangladesh,4.13,2022-08-03
S005022,Khan,Kabir,Male,2017-10-29,8,10,C,22,khan.kabir5022@school.edu,01536064962,"House 373, Road 130, Chattogram",Chattogram,Mymensingh Division,Bangladesh,3.7,2019-10-28
S005023,Rifat,Kabir,Female,2017-04-16,8,12,B,23,rifat.kabir5023@school.edu,01511339897,"House 454, Road 68, Comilla",Comilla,Chattogram Division,Bangladesh,4.26,2015-07-26
S005024,Tasnima,Kabir,Other,2017-06-09,8,1,D,24,tasnima.kabir5024@school.edu,01157363561,"House 97, Road 199, Dhaka",Dhaka,Barishal Division,Bangladesh,2.43,2022-03-12
S005025,Khan,Hossain,Male,2012-02-16,13,2,D,25,khan.hossain5025@school.edu,01803141375,"House 219, Road 68, Khulna",Khulna,Barishal Division,Bangladesh,2.37,2022-03-21
S005026,Rafi,Biswas,Male,2017-04-15,8,11,A,26,rafi.biswas5026@school.edu,01633150679,"House 349, Road 115, Khulna",Khulna,Barishal Division,Bangladesh,2.82,2016-11-24
S005027,Tasnima,Rahman,Male,2009-05-26,16,9,D,27,tasnima.rahman5027@school.edu,01127083971,"House 257, Road 116, Rangpur",Rangpur,Mymensingh Division,Bangladesh,2.59,2023-04-06
S005028,Fatima,Sarkar,Male,2005-10-21,20,4,D,28,fatima.sarkar5028@school.edu,01571349552,"House 223, Road 179, Khulna",Khulna,Mymensingh Division,Bangladesh,4.69,2019-03-04
S005029,Jannatul,Hossain,Female,2005-12-02,19,5,C,29,jannatul.hossain5029@school.edu,01914223471,"House 397, Road 115, Dhaka",Dhaka,Khulna Division,Bangladesh,3.39,2017-11-02
S005030,Tuhin,Sarkar,Female,2006-11-28,18,6,C,30,tuhin.sarkar5030@school.edu,01409874182,"House 3, Road 87, Mymensingh",Mymensingh,Dhaka Division,Bangladesh,3.82,2020-09-15
S005031,Rashed,Siddique,Female,2017-08-08,8,5,D,31,rashed.siddique5031@school.edu,01106956251,"House 361, Road 48, Sylhet",Sylhet,Barishal Division,Bangladesh,3.04,2020-12-10
S005032,Khan,Haque,Female,2010-05-02,15,8,D,32,khan.haque5032@school.edu,01718130612,"House 83, Road 56, Chattogram",Chattogram,Chattogram Division,Bangladesh,3.23,2017-09-05
S005033,Fatima,Banu,Female,2014-07-19,11,1,C,33,fatima.banu5033@school.edu,01874994531,"House 3, Road 53, Chattogram",Chattogram,Dhaka Division,Bangladesh,4.87,2023-11-09
S005034,Khan,Kabir,Female,2011-03-10,14,8,C,34,khan.kabir5034@school.edu,01198387731,"House 39, Road 27, Comilla",Comilla,Sylhet Division,Bangladesh,3.63,2021-01-11
S005035,Sakib,Rahman,Female,2017-05-26,8,6,B,35,sakib.rahman5035@school.edu,01106261262,"House 349, Road 98, Sylhet",Sylhet,Dhaka Division,Bangladesh,3.5,2022-01-03
S005036,Arif,Khan,Female,2014-01-09,11,5,D,36,arif.khan5036@school.edu,01249580695,"House 107, Road 17, Barishal",Barishal,Dhaka Division,Bangladesh,2.42,2022-03-05
S005037,Jannatul,Akter,Male,2017-09-14,8,9,C,37,jannatul.akter5037@school.edu,01037970354,"House 165, Road 29, Chattogram",Chattogram,Mymensingh Division,Bangladesh,3.08,2023-01-14
S005038,Nabila,Hossain,Female,2010-09-13,15,6,B,38,nabila.hossain5038@school.edu,01760067733,"House 470, Road 47, Dhaka",Dhaka,Barishal Division,Bangladesh,3.21,2018-11-10
S005039,Tasnima,Khan,Male,2009-03-22,16,2,D,39,tasnima.khan5039@school.edu,01403248735,"House 403, Road 119, Comilla",Comilla,Dhaka Division,Bangladesh,2.12,2024-07-15
S005040,Tasnima,Chowdhury,Female,2014-08-25,11,2,D,40,tasnima.chowdhury5040@school.edu,01418786148,"House 422, Road 110, Comilla",Comilla,Rangpur Division,Bangladesh,2.61,2018-03-07
S005041,Arif,Chowdhury,Male,2014-12-18,10,8,C,41,arif.chowdhury5041@school.edu,01314301711,"House 180, Road 36, Dhaka",Dhaka,Barishal Division,Bangladesh,3.0,2017-02-08
S005042,Raihan,Mia,Female,2017-04-01,8,9,D,42,raihan.mia5042@school.edu,01585512244,"House 371, Road 180, Sylhet",Sylhet,Sylhet Division,Bangladesh,4.06,2020-07-02
S005043,Bappy,Sarkar,Male,2015-02-25,10,11,C,43,bappy.sarkar5043@school.edu,01846909363,"House 377, Road 178, Mymensingh",Mymensingh,Barishal Division,Bangladesh,2.52,2019-01-30
S005044,Arif,Biswas,Male,2017-04-01,8,8,A,44,arif.biswas5044@school.edu,01127816131,"House 421, Road 55, Mymensingh",Mymensingh,Sylhet Division,Bangladesh,3.61,2021-04-04
S005045,Tuhin,Banu,Male,2007-08-02,18,9,C,45,tuhin.banu5045@school.edu,01566572007,"House 388, Road 12, Chattogram",Chattogram,Rangpur Division,Bangladesh,4.48,2023-10-23
S005046,Rifat,Islam,Male,2008-11-30,16,2,B,46,rifat.islam5046@school.edu,01549601334,"House 52, Road 146, Rangpur",Rangpur,Mymensingh Division,Bangladesh,4.03,2019-05-20
S005047,Rafi,Banu,Female,2015-04-08,10,8,C,47,rafi.banu5047@school.edu,01967194712,"House 125, Road 121, Rangpur",Rangpur,Mymensingh Division,Bangladesh,4.41,2022-10-10
S005048,Rafi,Ahmed,Female,2006-11-03,19,7,C,48,rafi.ahmed5048@school.edu,01377546284,"House 375, Road 48, Dhaka",Dhaka,Barishal Division,Bangladesh,2.32,2022-05-29
S005049,Rifat,Sarkar,Female,2014-04-12,11,8,C,49,rifat.sarkar5049@school.edu,01729854071,"House 285, Road 156, Sylhet",Sylhet,Sylhet Division,Bangladesh,4.11,2023-03-28
S005050,Fatima,Siddique,Male,2013-03-02,12,10,B,50,fatima.siddique5050@school.edu,01823141046,"House 47, Road 37, Comilla",Comilla,Dhaka Division,Bangladesh,4.69,2023-08-06
S005051,Nusrat,Hossain,Female,2014-07-16,11,12,D,1,nusrat.hossain5051@school.edu,01155565046,"House 177, Road 112, Comilla",Comilla,Barishal Division,Bangladesh,3.09,2018-10-23
S005052,Rafi,Sheikh,Female,2007-12-31,17,7,C,2,rafi.sheikh5052@school.edu,01748309290,"House 357, Road 183, Comilla",Comilla,Mymensingh Division,Bangladesh,3.27,2015-11-27
S005053,Mizan,Rahman,Male,2007-05-22,18,11,B,3,mizan.rahman5053@school.edu,01224884581,"House 236, Road 29, Rangpur",Rangpur,Rangpur Division,Bangladesh,4.6,2017-01-08
S005054,Tasnima,Mollah,Male,2007-09-26,18,7,D,4,tasnima.mollah5054@school.edu,01882355135,"House 114, Road 90, Barishal",Barishal,Chattogram Division,Bangladesh,3.38,2021-08-14
S005055,Tasnima,Haque,Female,2005-12-28,19,9,A,5,tasnima.haque5055@school.edu,01978785145,"House 92, Road 132, Barishal",Barishal,Rangpur Division,Bangladesh,3.5,2021-04-02
S005056,Sakib,Majumder,Male,2013-07-03,12,11,D,6,sakib.majumder5056@school.edu,01098636794,"House 176, Road 187, Barishal",Barishal,Chattogram Division,Bangladesh,3.69,2022-04-30
S005057,Khan,Biswas,Male,2010-02-11,15,5,C,7,khan.biswas5057@school.edu,01908172258,"House 68, Road 123, Dhaka",Dhaka,Mymensingh Division,Bangladesh,2.57,2021-07-03
S005058,Rifat,Chowdhury,Female,2009-01-31,16,11,D,8,rifat.chowdhury5058@school.edu,01495691757,"House 486, Road 110, Sylhet",Sylhet,Rangpur Division,Bangladesh,2.11,2017-04-18
S005059,Rashed,Khan,Male,2014-07-25,11,4,D,9,rashed.khan5059@school.edu,01066027594,"House 375, Road 64, Rangpur",Rangpur,Khulna Division,Bangladesh,4.42,2018-12-09
S005060,Sohana,Banu,Female,2005-07-29,20,4,A,10,sohana.banu5060@school.edu,01816957872,"House 176, Road 169, Barishal",Barishal,Dhaka Division,Bangladesh,3.38,2018-03-25
S005061,Tuhin,Majumder,Male,2012-11-14,12,11,B,11,tuhin.majumder5061@school.edu,01206387078,"House 270, Road 31, Chattogram",Chattogram,Khulna Division,Bangladesh,4.59,2017-02-04
S005062,Khan,Haque,Female,2015-07-11,10,6,B,12,khan.haque5062@school.edu,01574641574,"House 221, Road 184, Dhaka",Dhaka,Sylhet Division,Bangladesh,3.15,2017-03-04
S005063,Imran,Majumder,Female,2013-03-11,12,4,C,13,imran.majumder5063@school.edu,01361038748,"House 495, Road 103, Comilla",Comilla,Dhaka Division,Bangladesh,3.17,2018-05-07
S005064,Tuhin,Hossain,Female,2006-04-07,19,6,B,14,tuhin.hossain5064@school.edu,01316400796,"House 230, Road 101, Rangpur",Rangpur,Sylhet Division,Bangladesh,3.69,2018-04-06
S005065,Sadia,Islam,Female,2007-03-30,18,5,B,15,sadia.islam5065@school.edu,01837978570,"House 229, Road 116, Sylhet",Sylhet,Barishal Division,Bangladesh,2.17,2019-11-28
S005066,Rafi,Hossain,Male,2008-04-02,17,11,B,16,rafi.hossain5066@school.edu,01769595341,"House 28, Road 50, Dhaka",Dhaka,Barishal Division,Bangladesh,4.32,2018-06-04
S005067,Nusrat,Hossain,Female,2010-11-07,15,2,C,17,nusrat.hossain5067@school.edu,01186422359,"House 215, Road 198, Mymensingh",Mymensingh,Dhaka Division,Bangladesh,3.03,2017-04-24
S005068,Nusrat,Akter,Female,2016-01-09,9,5,B,18,nusrat.akter5068@school.edu,01948712634,"House 137, Road 55, Khulna",Khulna,Mymensingh Division,Bangladesh,3.25,2020-02-20
S005069,Sohana,Islam,Female,2005-09-11,20,3,D,19,sohana.islam5069@school.edu,01631892901,"House 36, Road 189, Rangpur",Rangpur,Mymensingh Division,Bangladesh,2.75,2024-03-20
S005070,Imran,Hossain,Male,2008-02-23,17,12,A,20,imran.hossain5070@school.edu,01300646417,"House 277, Road 9, Barishal",Barishal,Mymensingh Division,Bangladesh,2.29,2017-03-31
S005071,Tuhin,Haque,Female,2012-09-16,13,8,B,21,tuhin.haque5071@school.edu,01681110414,"House 31, Road 106, Rangpur",Rangpur,Rangpur Division,Bangladesh,2.23,2018-06-03
S005072,Nabila,Siddique,Male,2006-11-26,18,5,A,22,nabila.siddique5072@school.edu,01190848539,"House 162, Road 96, Barishal",Barishal,Dhaka Division,Bangladesh,2.65,2021-04-11
S005073,Raihan,Islam,Female,2011-11-01,14,7,C,23,raihan.islam5073@school.edu,01532327337,"House 424, Road 12, Chattogram",Chattogram,Sylhet Division,Bangladesh,2.03,2017-01-15
S005074,Rashed,Khan,Male,2013-03-08,12,9,B,24,rashed.khan5074@school.edu,01648131224,"House 296, Road 180, Barishal",Barishal,Dhaka Division,Bangladesh,4.26,2022-01-26
S005075,Khan,Majumder,Male,2011-09-02,14,5,A,25,khan.majumder5075@school.edu,01322071084,"House 480, Road 40, Khulna",Khulna,Khulna Division,Bangladesh,3.14,2021-04-12
S005076,Moumita,Akter,Female,2016-08-25,9,6,A,26,moumita.akter5076@school.edu,01619292214,"House 353, Road 196, Khulna",Khulna,Barishal Division,Bangladesh,2.92,2018-02-04
S005077,Mizan,Biswas,Male,2010-04-13,15,5,A,27,mizan.biswas5077@school.edu,01088783461,"House 350, Road 174, Sylhet",Sylhet,Khulna Division,Bangladesh,2.55,2017-09-22
S005078,Jannatul,Khan,Male,2010-02-13,15,9,A,28,jannatul.khan5078@school.edu,01170838797,"House 279, Road 86, Dhaka",Dhaka,Dhaka Division,Bangladesh,4.39,2022-09-20
S005079,Sakib,Rahman,Male,2015-09-06,10,8,C,29,sakib.rahman5079@school.edu,01146954607,"House 54, Road 164, Mymensingh",Mymensingh,Rangpur Division,Bangladesh,4.24,2016-08-10
S005080,Imran,Hasan,Male,2007-08-26,18,1,B,30,imran.hasan5080@school.edu,01251446484,"House 310, Road 116, Chattogram",Chattogram,Chattogram Division,Bangladesh,4.54,2016-11-17
S005081,Tasnima,Talukder,Female,2010-04-08,15,9,C,31,tasnima.talukder5081@school.edu,01864271570,"House 113, Road 101, Chattogram",Chattogram,Barishal Division,Bangladesh,3.96,2021-10-13
S005082,Khan,Sheikh,Male,2007-11-05,18,8,C,32,khan.sheikh5082@school.edu,01731987406,"House 491, Road 63, Khulna",Khulna,Dhaka Division,Bangladesh,3.05,2022-08-26
S005083,Moumita,Islam,Female,2013-02-13,12,7,C,33,moumita.islam5083@school.edu,01457175261,"House 226, Road 154, Sylhet",Sylhet,Mymensingh Division,Bangladesh,2.47,2017-01-16
S005084,Rifat,Rahman,Female,2016-01-02,9,1,D,34,rifat.rahman5084@school.edu,01220705342,"House 145, Road 162, Dhaka",Dhaka,Mymensingh Division,Bangladesh,4.08,2019-10-23
S005085,Tuhin,Kabir,Female,2015-12-22,9,11,C,35,tuhin.kabir5085@school.edu,01194121031,"House 194, Road 31, Rangpur",Rangpur,Khulna Division,Bangladesh,2.63,2017-02-15
S005086,Sadia,Mollah,Female,2017-09-28,8,9,B,36,sadia.mollah5086@school.edu,01022377964,"House 406, Road 24, Sylhet",Sylhet,Mymensingh Division,Bangladesh,4.71,2021-12-25
S005087,Nusrat,Hossain,Female,2007-11-02,18,11,D,37,nusrat.hossain5087@school.edu,01170354807,"House 318, Road 102, Chattogram",Chattogram,Sylhet Division,Bangladesh,3.87,2017-08-18
S005088,Nabila,Ahmed,Male,2005-08-26,20,6,A,38,nabila.ahmed5088@school.edu,01043852869,"House 353, Road 175, Chattogram",Chattogram,Khulna Division,Bangladesh,2.33,2017-05-02
S005089,Sohana,Hossain,Male,2007-04-30,18,10,B,39,sohana.hossain5089@school.edu,01032311093,"House 362, Road 147, Comilla",Comilla,Sylhet Division,Bangladesh,3.67,2016-01-01
S005090,Sadia,Kabir,Female,2013-10-05,12,6,D,40,sadia.kabir5090@school.edu,01293123689,"House 300, Road 193, Khulna",Khulna,Sylhet Division,Bangladesh,3.45,2018-10-02
S005091,Rifat,Khanam,Male,2015-12-05,9,11,C,41,rifat.khanam5091@school.edu,01949746923,"House 47, Road 128, Comilla",Comilla,Mymensingh Division,Bangladesh,4.52,2023-08-25
S005092,Tuhin,Akter,Male,2010-01-19,15,8,A,42,tuhin.akter5092@school.edu,01489072931,"House 109, Road 81, Khulna",Khulna,Chattogram Division,Bangladesh,3.5,2019-04-21
S005093,Tasnima,Khan,Female,2010-09-12,15,6,D,43,tasnima.khan5093@school.edu,01344312169,"House 298, Road 171, Dhaka",Dhaka,Sylhet Division,Bangladesh,2.18,2021-07-21
S005094,Khan,Banu,Other,2005-08-30,20,12,B,44,khan.banu5094@school.edu,01870076259,"House 93, Road 99, Mymensingh",Mymensingh,Chattogram Division,Bangladesh,4.7,2018-02-20
S005095,Tasnima,Akter,Male,2006-06-12,19,5,D,45,tasnima.akter5095@school.edu,01756836333,"House 123, Road 139, Chattogram",Chattogram,Sylhet Division,Bangladesh,4.1,2017-10-17
S005096,Nusrat,Akter,Male,2005-08-20,20,12,B,46,nusrat.akter5096@school.edu,01732820155,"House 10, Road 31, Dhaka",Dhaka,Barishal Division,Bangladesh,3.5,2022-04-16
S005097,Rifat,Siddique,Male,2008-03-23,17,5,C,47,rifat.siddique5097@school.edu,01654499869,"House 243, Road 42, Dhaka",Dhaka,Rangpur Division,Bangladesh,3.17,2016-11-11
S005098,Rafi,Akter,Male,2016-10-13,9,5,A,48,rafi.akter5098@school.edu,01214556644,"House 2, Road 143, Rangpur",Rangpur,Barishal Division,Bangladesh,4.01,2016-09-04
S005099,Arif,Hasan,Male,2016-07-24,9,5,C,49,arif.hasan5099@school.edu,01895428523,"House 100, Road 173, Chattogram",Chattogram,Khulna Division,Bangladesh,3.62,2021-10-25
S005100,Rashed,Khan,Male,2008-08-30,17,5,D,50,rashed.khan5100@school.edu,01386661601,"House 491, Road 3, Dhaka",Dhaka,Barishal Division,Bangladesh,3.86,2022-08-04
S005101,Tuhin,Khanam,Female,2010-10-23,15,10,A,1,tuhin.khanam5101@school.edu,01579561957,"House 434, Road 133, Khulna",Khulna,Dhaka Division,Bangladesh,4.29,2024-11-13
S005102,Tuhin,Biswas,Other,2005-02-13,20,12,D,2,tuhin.biswas5102@school.edu,01676543885,"House 434, Road 52, Barishal",Barishal,Mymensingh Division,Bangladesh,3.52,2018-08-13
S005103,Nabila,Sarkar,Male,2012-07-27,13,9,B,3,nabila.sarkar5103@school.edu,01768815088,"House 318, Road 159, Rangpur",Rangpur,Dhaka Division,Bangladesh,4.57,2016-11-13
S005104,Rafi,Talukder,Male,2012-12-10,12,3,A,4,rafi.talukder5104@school.edu,01727358674,"House 431, Road 134, Khulna",Khulna,Sylhet Division,Bangladesh,4.8,2023-01-27
S005105,Rifat,Siddique,Female,2012-06-15,13,4,A,5,rifat.siddique5105@school.edu,01913712837,"House 371, Road 110, Dhaka",Dhaka,Dhaka Division,Bangladesh,2.06,2020-06-28
S005106,Rana,Mia,Female,2009-12-27,15,12,C,6,rana.mia5106@school.edu,01414372598,"House 488, Road 152, Sylhet",Sylhet,Sylhet Division,Bangladesh,2.83,2022-10-15
S005107,Rashed,Khan,Female,2017-09-13,8,9,C,7,rashed.khan5107@school.edu,01027494060,"House 238, Road 12, Mymensingh",Mymensingh,Barishal Division,Bangladesh,4.52,2020-11-12
S005108,Rana,Haque,Male,2013-08-25,12,8,D,8,rana.haque5108@school.edu,01712237392,"House 472, Road 96, Khulna",Khulna,Dhaka Division,Bangladesh,2.63,2015-08-15
S005109,Arif,Hasan,Female,2015-09-08,10,3,D,9,arif.hasan5109@school.edu,01607902980,"House 205, Road 7, Comilla",Comilla,Sylhet Division,Bangladesh,4.67,2016-10-20
S005110,Imran,Banu,Male,2017-08-08,8,10,B,10,imran.banu5110@school.edu,01650039915,"House 106, Road 72, Mymensingh",Mymensingh,Sylhet Division,Bangladesh,4.65,2024-08-25
S005111,Raihan,Chowdhury,Female,2007-08-28,18,6,A,11,raihan.chowdhury5111@school.edu,01395927468,"House 266, Road 129, Chattogram",Chattogram,Barishal Division,Bangladesh,2.46,2016-09-25
S005112,Sakib,Mia,Female,2012-11-09,13,2,C,12,sakib.mia5112@school.edu,01069247112,"House 294, Road 85, Barishal",Barishal,Khulna Division,Bangladesh,2.29,2017-07-26
S005113,Sohana,Khan,Male,2011-06-18,14,4,D,13,sohana.khan5113@school.edu,01631310855,"House 44, Road 127, Mymensingh",Mymensingh,Dhaka Division,Bangladesh,2.93,2021-07-12
S005114,Khan,Hasan,Male,2011-10-10,14,8,D,14,khan.hasan5114@school.edu,01758231658,"House 220, Road 8, Mymensingh",Mymensingh,Khulna Division,Bangladesh,3.38,2015-07-06
S005115,Tasnima,Siddique,Female,2010-08-26,15,5,B,15,tasnima.siddique5115@school.edu,01694680546,"House 167, Road 63, Barishal",Barishal,Khulna Division,Bangladesh,4.12,2018-01-26
S005116,Rafi,Sheikh,Male,2016-11-01,9,4,D,16,rafi.sheikh5116@school.edu,01725392914,"House 40, Road 37, Mymensingh",Mymensingh,Mymensingh Division,Bangladesh,3.83,2020-11-22
S005117,Khan,Talukder,Male,2005-05-11,20,11,D,17,khan.talukder5117@school.edu,01943837402,"House 434, Road 70, Rangpur",Rangpur,Rangpur Division,Bangladesh,2.98,2024-03-10
S005118,Rafi,Ahmed,Female,2009-12-19,15,6,B,18,rafi.ahmed5118@school.edu,01244576883,"House 256, Road 123, Barishal",Barishal,Khulna Division,Bangladesh,2.28,2019-06-14
S005119,Sakib,Majumder,Male,2015-03-13,10,8,D,19,sakib.majumder5119@school.edu,01867197132,"House 485, Road 184, Dhaka",Dhaka,Sylhet Division,Bangladesh,3.96,2017-08-07
S005120,Mizan,Talukder,Female,2008-11-23,16,8,D,20,mizan.talukder5120@school.edu,01723232907,"House 285, Road 144, Rangpur",Rangpur,Rangpur Division,Bangladesh,4.2,2020-12-07
S005121,Tasnima,Banu,Male,2015-07-29,10,5,C,21,tasnima.banu5121@school.edu,01769619016,"House 276, Road 62, Khulna",Khulna,Mymensingh Division,Bangladesh,2.23,2021-11-08
S005122,Rafi,Haque,Female,2011-07-01,14,1,A,22,rafi.haque5122@school.edu,01496870893,"House 84, Road 43, Mymensingh",Mymensingh,Rangpur Division,Bangladesh,2.3,2024-01-11
S005123,Raihan,Ahmed,Male,2008-12-26,16,2,D,23,raihan.ahmed5123@school.edu,01695343295,"House 13, Road 8, Dhaka",Dhaka,Rangpur Division,Bangladesh,3.17,2017-11-28
S005124,Tasnima,Hasan,Female,2007-08-23,18,7,A,24,tasnima.hasan5124@school.edu,01728986583,"House 216, Road 168, Dhaka",Dhaka,Sylhet Division,Bangladesh,3.54,2017-07-06
S005125,Imran,Islam,Female,2013-05-25,12,8,D,25,imran.islam5125@school.edu,01567385751,"House 86, Road 80, Comilla",Comilla,Dhaka Division,Bangladesh,4.9,2019-01-06
S005126,Tasnima,Biswas,Female,2007-08-07,18,12,A,26,tasnima.biswas5126@school.edu,01905390400,"House 59, Road 119, Sylhet",Sylhet,Rangpur Division,Bangladesh,2.87,2016-03-07
S005127,Mizan,Banu,Male,2006-04-17,19,4,D,27,mizan.banu5127@school.edu,01006586892,"House 474, Road 125, Barishal",Barishal,Rangpur Division,Bangladesh,4.47,2024-10-12
S005128,Tuhin,Khan,Male,2009-06-30,16,1,D,28,tuhin.khan5128@school.edu,01696972900,"House 422, Road 171, Mymensingh",Mymensingh,Khulna Division,Bangladesh,2.72,2022-03-01
S005129,Imran,Khan,Female,2010-08-01,15,7,B,29,imran.khan5129@school.edu,01916388887,"House 102, Road 116, Dhaka",Dhaka,Khulna Division,Bangladesh,2.4,2019-06-19
S005130,Rana,Sheikh,Male,2016-08-08,9,7,D,30,rana.sheikh5130@school.edu,01914255425,"House 406, Road 177, Rangpur",Rangpur,Khulna Division,Bangladesh,4.03,2021-07-26
S005131,Rifat,Sheikh,Other,2010-04-26,15,11,D,31,rifat.sheikh5131@school.edu,01657582408,"House 288, Road 54, Barishal",Barishal,Khulna Division,Bangladesh,2.29,2020-09-26
S005132,Bappy,Sarkar,Male,2006-02-10,19,6,B,32,bappy.sarkar5132@school.edu,01782915950,"House 258, Road 200, Comilla",Comilla,Rangpur Division,Bangladesh,2.3,2016-05-28
S005133,Sadia,Akter,Female,2008-04-25,17,1,C,33,sadia.akter5133@school.edu,01789584295,"House 83, Road 97, Khulna",Khulna,Khulna Division,Bangladesh,3.84,2024-01-26
S005134,Bappy,Kabir,Male,2007-04-05,18,4,A,34,bappy.kabir5134@school.edu,01508335042,"House 358, Road 194, Rangpur",Rangpur,Sylhet Division,Bangladesh,4.29,2023-11-02
S005135,Sakib,Khanam,Female,2016-04-24,9,6,A,35,sakib.khanam5135@school.edu,01190359375,"House 277, Road 90, Mymensingh",Mymensingh,Chattogram Division,Bangladesh,3.54,2018-11-24
S005136,Rana,Islam,Female,2010-04-27,15,6,D,36,rana.islam5136@school.edu,01429277823,"House 140, Road 63, Mymensingh",Mymensingh,Sylhet Division,Bangladesh,2.21,2017-09-06
S005137,Imran,Khan,Male,2008-10-24,17,10,B,37,imran.khan5137@school.edu,01976848490,"House 324, Road 50, Dhaka",Dhaka,Dhaka Division,Bangladesh,3.13,2024-12-07
S005138,Rashed,Rahman,Female,2013-06-25,12,9,B,38,rashed.rahman5138@school.edu,01145662528,"House 324, Road 98, Khulna",Khulna,Rangpur Division,Bangladesh,4.66,2019-01-10
S005139,Imran,Kabir,Female,2012-06-09,13,11,A,39,imran.kabir5139@school.edu,01193844047,"House 185, Road 44, Comilla",Comilla,Rangpur Division,Bangladesh,4.95,2018-12-28
S005140,Jannatul,Siddique,Male,2017-04-13,8,6,B,40,jannatul.siddique5140@school.edu,01530216738,"House 431, Road 189, Dhaka",Dhaka,Khulna Division,Bangladesh,4.66,2019-08-08
